[Measurement conditions]
Sample identification,MnO2
Comment - 1,"Configuration=Plataforma Reflexion-Transmision spinner, Owner=User-1, Creation date=2/3/2023 7:20:03 AM"
Comment - 2,"Goniometer=Omega/2Theta; Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=Reflection-transmission spinner; Minimum step size Phi:0.1"
Comment - 4,"Diffractometer system=EMPYREAN"
Comment - 5,"Measurement program=C:\PANalytical\Data Collector\Programs\DRX01-005-5-80.xrdmp, Identifier={D2D94ECF-D8E1-4D65-A9F1-1EA3648327E6}"
Comment - 6,"Batch program=C:\PANalytical\Data Collector\Programs\BATCH.xrdmp, Identifier={1A5E0411-49C0-46C9-A459-383431844E05}"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.500
Divergence slit,Fixed,0.5
Monochromator used,NO
Generator voltage, 45
Tube current, 40
File date and time,07/Mar/2023 13:57
Unit cell,
h k l, 0 0 0
Scan axis,Gonio
Scan range,4.999799996,79.999969724
Scan step size,0.0525211
No. of points, 1428
Scan type,CONTINUOUS
Phi,67.4
Time per step,44.880
[Scan points]
Angle,Intensity
48.250948295,1944.0
48.303469422,1819.0
48.355990549,1848.0
48.408511677,1825.0
48.461032804,1897.0
48.513553931,1882.0
48.566075059,1861.0
48.618596186,1900.0
48.671117313,1835.0
48.723638440,1885.0
48.776159568,1886.0
48.828680695,1847.0
48.881201822,1845.0
48.933722949,1902.0
48.986244077,1893.0
49.038765204,1848.0
49.091286331,1933.0
49.143807458,1835.0
49.196328586,1912.0
49.248849713,1895.0
49.301370840,1967.0
49.353891967,1920.0
49.406413095,1864.0
49.458934222,1883.0
49.511455349,1861.0
49.563976476,1870.0
49.616497604,1950.0
49.669018731,1870.0
49.721539858,1883.0
49.774060986,1941.0
49.826582113,1857.0
49.879103240,1895.0
49.931624367,1878.0
49.984145495,1812.0
50.036666622,1911.0
50.089187749,1917.0
50.141708876,1937.0
50.194230004,1881.0
50.246751131,1841.0
50.299272258,1873.0
50.351793385,1955.0
50.404314513,1885.0
50.456835640,1898.0
50.509356767,1935.0
50.561877894,2029.0
50.614399022,1879.0
50.666920149,1898.0
50.719441276,1934.0
50.771962403,1914.0
50.824483531,1875.0
50.877004658,1884.0
50.929525785,1909.0
50.982046912,1836.0
51.034568040,1812.0
51.087089167,1844.0
51.139610294,1833.0
51.192131422,1851.0
51.244652549,1899.0
51.297173676,1819.0
51.349694803,1927.0
51.402215931,1975.0
51.454737058,1827.0
51.507258185,1835.0
51.559779312,1961.0
51.612300440,1826.0
51.664821567,1774.0
51.717342694,1950.0
51.769863821,1804.0
51.822384949,1887.0
51.874906076,1849.0
51.927427203,1928.0
51.979948330,1868.0
52.032469458,1773.0
52.084990585,1813.0
52.137511712,1879.0
52.190032839,1854.0
52.242553967,1828.0
52.295075094,1861.0
52.347596221,1811.0
52.400117349,1841.0
52.452638476,1837.0
52.505159603,1867.0
52.557680730,1925.0
52.610201858,1925.0
52.662722985,1829.0
52.715244112,1823.0
52.767765239,1864.0
52.820286367,1819.0
52.872807494,1843.0
52.925328621,1788.0
52.977849748,1874.0
53.030370876,1900.0
53.082892003,1810.0
53.135413130,1838.0
53.187934257,1969.0
53.240455385,1883.0
53.292976512,1881.0
53.345497639,1917.0
53.398018766,1876.0
53.450539894,1894.0
53.503061021,1834.0
53.555582148,1866.0
53.608103275,1887.0
53.660624403,1866.0
53.713145530,1816.0
53.765666657,1845.0
53.818187785,1874.0
53.870708912,1846.0
53.923230039,1813.0
53.975751166,1825.0
54.028272294,1872.0
54.080793421,1802.0
54.133314548,1878.0
54.185835675,1870.0
